15 9331  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04191307687146038  
15 11399  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04191273453169414  
15 13707  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04191265714092487  
15 16035  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04191296375540294  
15 9331  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04191307687146038  
15 11399  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04191273453169414  
15 13707  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04191265714092487  
15 16035  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04191296375540294  
15 9331  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04426887422147487  
15 11399  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04426875028081509  
15 13707  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04426868409708636  
15 16035  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04426893058854935  
15 9331  0.08131727983645297 0.08131727983645295 0  0 0 0   0.006775058740613094  
15 11399  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.006774855043126844  
15 13707  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.006774772465050925  
15 16035  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.006774998214691062  
15 9331  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01379406321125224  
15 11399  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.01379363209519998  
15 13707  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.01379348786472619  
15 16035  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.01379395591964689  
15 9331  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01379410017128568  
15 11399  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.01379365963581536  
15 13707  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.01379353253202405  
15 16035  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.01379401308813105  
15 9331  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04426887422147487  
